"DOY","Red_1","Red_2","Red_3","Red_4","Red_5","Red_6","Red_7","Red_8","Red_9","Red_10"
2023243,0.917153478491768,-0.922865013774105,0.880942538238942,0.844643372798152,0.88911704312115,0.00930693069306938,0.83499122293739,0.878195920712439,0.897524467472654,0.896486993832127
2023244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023250,NA,0.419354838709677,NA,NA,NA,0.88054794520548,NA,NA,NA,NA
2023251,0.911207363291824,0.476665337056242,0.904059040590406,0.885416666666667,0.883860842270468,0.851773425092642,0.901910464784716,0.905048076923077,0.915294117647059,0.694362017804154
2023252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023258,NA,0.492760858711932,NA,NA,NA,0.896789678967897,NA,NA,NA,NA
2023259,0.935236768802229,0.465633423180593,0.379799666110184,0.872249388753056,0.92972972972973,0.197664130242435,0.911292517006803,4.88235294117647,0.924036896364623,0.929009193054137
2023260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023266,NA,0.451141894421565,NA,NA,NA,0.21304347826087,NA,NA,NA,NA
2023267,0.0386875612144956,-0.0329145585810926,-0.0200581189311787,0.286737724969422,-0.0341647686239653,-0.0337301587301587,-0.031926406926407,-0.0212556997544721,-0.030861768508629,-0.0304057872725217
2023268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023274,NA,0.501905091790786,NA,NA,NA,1.08928571428571,NA,NA,NA,NA
2023275,0.931510485797717,0.502890173410405,0.147302383939774,0.529411764705882,0.935868754660701,0.992762364294331,0.907273254129238,0.400814015218545,0.922272849102117,0.787566899958831
2023276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023283,0.906199807259878,0.386602098466505,0.886750348675035,0.861288450377249,0.788831534490849,0.245895379915998,0.931616715913888,0.675375208449138,0.89324374766704,0.684605287830489
2023284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023290,NA,0.528607412738395,NA,NA,NA,0.921384570255207,NA,NA,NA,NA
2023291,0.931094890510949,0.4963249516441,0.923332327195895,0.87311759051586,0.942528735632184,0.918694531920985,0.916342993725724,0.927756653992395,0.927781392322707,0.926658905704307
2023292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023298,NA,0.283018867924528,NA,NA,NA,0.909578977112178,NA,NA,NA,NA
2023299,0.138762214983713,0.199457994579946,0.834121186076493,0.280372020926177,0.482404692082111,0.383911368015414,0.541224076884168,0.299211218229623,0.0708922647110179,0.691867592970985
2023300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023306,NA,0.561946902654867,NA,NA,NA,0.19797596457938,NA,NA,NA,NA
2023307,0.861769956643713,0.517786561264822,0.852086634970946,0.832427795253074,0.752037914691943,0.811789038262668,0.14574248336011,0.0648751788837653,0.854066985645933,0.811619718309859
2023308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023314,NA,0.435567010309278,NA,NA,NA,0.692223439211391,NA,NA,NA,NA
2023315,0.935691318327974,0.669322709163347,0.926682692307692,0.888604353393086,0.855056489391017,0.471779141104294,0.962145110410095,0.930945466279445,0.930419781483611,0.858163535326806
2023316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023322,NA,0.528476821192053,NA,NA,NA,0.941660037125431,NA,NA,NA,NA
2023323,0.935049019607843,0.536456211812627,0.924423963133641,0.885342019543974,0.94619523443505,0.930936073059361,0.920410009044317,0.934127979924718,0.936452917388793,0.932036015103108
2023330,NA,0.47985347985348,NA,NA,NA,0.922437673130194,NA,NA,NA,NA
2023331,0.941794179417942,0.536723163841808,0.930993456276026,0.355569155446756,0.940177849636217,0.932518906340896,0.925205229553056,0.937082936129647,0.930489731437599,0.934330108472589
2023332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023338,NA,0.000812787862367933,NA,NA,NA,0.0236503342979743,NA,NA,NA,NA
2023339,0.910990009082652,0.356484326982176,0.916352201257862,0.859410430839002,0.934670487106017,0.60882800608828,0.896866096866097,0.925406439273191,0.906666666666667,0.910201761864166
2023340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023346,NA,0.0394050394050394,NA,NA,NA,0.0946882217090069,NA,NA,NA,NA
2023348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023354,NA,0.273508594539939,NA,NA,NA,0.563279002876318,NA,NA,NA,NA
2023355,0.211096821605732,0.441432225063939,0.414683036832874,0.166536152440616,0.3504,0.292471312622446,0.347048001338016,0.317043618739903,0.184437386569873,0.161310452418097
2023356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023363,0.713305174234424,0.293833131801693,0.553316953316953,0.230996855927501,0.63717277486911,0.202271734381826,0.671685857691172,0.620167189132706,0.739421467846044,0.718316831683168
2023364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
