"DOY","Black_1","Black_2","Black_3","Black_4","Black_5","Black_6","Black_7","Black_8","Black_9","Black_10"
2023002,NA,0.865079365079365,NA,0.885340515582916,0.88407978923598,0.8488419341731,0.856577210734712,0.892869099430867,0.900385829533497,0.848042977743668
2023003,0.778478517934568,0.86432825943084,0.646546359676416,0.900947459086994,0.894484412470024,0.464426467537855,2.29511677282378,0.892319873317498,0.905869324473976,0.848225214198286
2023004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023010,NA,0.837219160661297,NA,0.886590038314176,0.859767529058868,0.785714285714286,0.833190025795357,0.881763527054108,0.829985652797704,0.828064764841943
2023011,0.77238951896754,0.844947735191638,0.810897435897436,0.882860222781171,0.876717415521723,0.857315598548972,0.841688654353562,0.888130968622101,0.901913043478261,0.830882352941176
2023012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023018,NA,0.849255039439089,NA,0.925311203319502,0.868431001890359,0.858518208455421,0.84182776801406,0.886728079153872,0.898151377746774,0.836439710916698
2023019,0.726755218216319,0.835574337303112,0.791567977261961,0.882982518729932,0.8547062539482,0.84779299847793,0.831492842535787,0.874841972187105,0.892948717948718,0.332839140103781
2023020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023026,NA,0.827643354325489,NA,0.362047215714543,0.414721723518851,0.852676659528908,0.752889597449183,0.492830807046293,0.342055485498108,0.0292991509905111
2023028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023034,NA,0.846218842416561,NA,0.888763622698234,0.86816595579682,0.853858784893268,0.835779816513761,0.881583251553811,0.905606813342796,0.830952380952381
2023035,0.727176594994713,0.241531914893617,0.769162210338681,0.0525767829255595,0.216158536585366,-0.0120937263794407,0.315669947009841,0.388914983560357,0.884745762711865,0.0187946459532561
2023036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023042,NA,0.812660393498717,NA,NA,0.846513439813011,0.83081102056655,0.810810810810811,0.859128822984245,0.877497543399935,0.802513464991023
2023043,0.033849017098988,0.0366817536985746,0.756266872348631,0.036144578313253,0.242233657327997,0.0620338983050848,0.0107192446542628,0.275244600332287,0.0114109276412941,0.70767004341534
2023044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023050,NA,0.811180124223603,NA,0.320197044334975,0.345712975699221,0.833333333333333,0.815371024734982,0.855182926829268,0.892733564013841,0.804690234511726
2023051,0.711394302848576,0.813559322033898,0.765707336846372,0.848538217682282,0.842025699168556,0.832397754611067,0.820177289995779,0.872954764196343,0.894630872483221,0.801670904467853
2023052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023058,NA,0.792548687552921,NA,0.868139963167588,0.846330275229358,0.822448181462652,0.805792163543441,0.86704834605598,0.891525423728813,0.802785095972902
2023059,0.642311886586696,0.792467948717949,0.735507246376812,0.874076679563841,0.833884601249541,0.819390148553558,0.802997858672377,0.86272040302267,0.888583218707015,0.804379562043796
2023060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023066,NA,0.761544920235096,NA,0.669579926698619,0.79389880952381,0.789597184200235,0.776645435244161,0.839871382636656,0.857093782205428,0.768945022288262
2023067,0.602044293015332,0.770695364238411,0.703078869675242,0.822357311719014,0.80948905109489,0.795454545454545,0.785164167004459,0.848886018727801,0.866396761133603,0.776978417266187
2023068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023074,NA,-0.00549218419940853,NA,0.00325648039598802,-0.0026325151191747,-0.00427594070695553,0.000339097999321842,0.0515279946464421,0.00546180810304071,0.0025
2023076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023082,NA,0.935691318327974,NA,0.838133640552995,0.809204510819872,0.541482572410408,0.7898493259318,0.855449551893611,0.0718337876666913,0.511466666666667
2023083,0.641431520991053,0.781437125748503,0.649737302977233,0.854180602006689,0.813489332415692,0.796337937680694,0.00893620327919804,0.416267942583732,0.121019108280255,0.795078957032685
2023084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023090,NA,0.775137887144675,NA,0.824842986741103,0.808030592734226,0.771710276829731,0.74244966442953,0.849435382685069,0.866576819407008,0.777625257378174
2023091,0.62882096069869,0.768982229402262,0.741778319123021,0.0516618075801749,0.80573476702509,0.454619454619455,0.745933384972889,0.838523644752018,0.609269988412515,0.777997364953887
2023092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023098,NA,0.761151079136691,NA,1.91099476439791,0.343418088187963,0.0782566429034349,0.981790591805766,0.0860215053763441,1.21739130434783,0.769367238320521
2023099,0.161113958653682,0.763358778625954,0.725992317541613,0.825573770491803,0.798984771573604,0.739501779359431,0.605231866825208,0.833333333333333,0.762994882844061,0.783327708403645
2023100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023106,NA,0.771302428256071,NA,0.825008611780916,0.80046403712297,0.771650485436893,0.758449752140604,0.847371754274857,0.863453815261044,0.776103336921421
2023107,0.602400600150038,-0.0301226096170341,0.726325328500226,0.735463258785943,-0.0257554737921467,-0.0254700166733743,-0.0287808127914724,-0.0260195412064571,0.00205218411023162,0.687222222222222
2023108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023114,NA,0.591447117220313,NA,0.796950796950797,0.667405764966741,0.611754229741763,0.548895899053628,0.662879788639366,0.598119122257053,0.762162162162162
2023115,0.000134246207544622,0.562694946974423,-0.00546607390131911,0.709650582362729,0.643402686331314,0.784249384741592,0.462465245597776,0.695927601809955,0.615806172483415,0.75704989154013
2023116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023122,NA,0.34189253447456,NA,0.807402084081926,0.445727482678984,0.778325123152709,0.745206646783127,0.852651048088779,0.855813953488372,0.759578207381371
2023123,0.247796968628833,0.558262014483213,0.526989079563183,0.795265515035189,0.695740365111562,0.635500148411992,0.492779147587179,0.783314020857474,0.742482230727173,0.742205078752813
2023124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023130,NA,0.703615415176798,NA,0.782782782782783,0.743535620052771,0.762291908633372,0.714520773344303,0.819933754893105,0.831004224894378,0.739550949913644
2023131,0.552605376700962,0.666552550496405,0.0665090156665681,0.761597542242703,0.737518684603886,0.574772111357477,0.716934046345811,0.814509246088193,0.808656036446469,0.726392251815981
2023132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023138,NA,0.722814498933902,NA,0.794515793127386,0.767191701882443,0.78018451664661,0.714031180400891,0.840230991337825,0.853360488798371,0.759717314487632
2023139,0.575675675675676,0.752462245567958,0.282276479887581,0.026252983293556,0.0171354069659155,0.779633793768069,0.754458161865569,0.8350622406639,0.84928830588892,0.764024390243902
2023140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023146,NA,0.747295968534907,NA,-0.017664745677775,0.00827482447342025,0.796164772727273,0.819464033850494,0.971066907775768,0.395867768595041,0.762184380504991
2023147,0.418756441085538,0.111057865101234,0.735078534031414,0.795918367346939,0.757446808510638,0.782299084435402,0.714920399851907,0.834536368684064,0.816650469711694,0.94962962962963
2023148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023154,NA,0.418850574712644,NA,-0.0192715060707827,0.553978333955921,0.335167160389336,0.0250576251022381,0.7479035639413,0.158978583196046,0.0309318715740015
2023156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023162,NA,0.730647709320695,NA,0.805102763997165,0.924963924963925,0.770748299319728,0.726027397260274,0.131446297014347,0.550295857988166,0.772013153087322
2023163,0.347280334728033,-28.7049180327869,0.497510532363079,0.798672566371681,0.762277580071174,0.781653296128357,0.143598852302227,0.837510327733407,0.82521645021645,0.768998995647807
2023164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023170,NA,0.800803212851406,NA,0.751706207344816,0.15679012345679,0.164666763047564,0.0696798493408663,0.0222890057600801,0.316050324056424,0.722321110715557
2023171,8.77116042453294e-05,0.710344827586207,0.122194513715711,0.773696293866842,0.742682534577034,0.754643628509719,0.329715762273902,0.805605554127025,0.823353293413174,0.724794745484401
2023172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
